ROW,X,Y,HAZARD 1 IN 30,HAZARD 1 IN 100,HAZARD 1 IN 1000,ELEVATION,SLOPE,LANDUSE,IMPERVIOUSNESS,SOIL TYPE,SUBSTRATE,NDVI,DISTANCE TO RIVER,BUILDING TYPE,DISTANCE TO ROAD
15523,295633,77597,0,0,0,45.968,17.9029,1,0,2,1,0.768332,693.248,2,27.2448
15524,295633,77587,0,0,0,48.845,14.6173,1,0,2,1,0.74868,702.755,2,36.2887
15525,295633,77577,0,0,0,51.063,12.3518,1,0,2,1,0.739487,712.276,2,36.1097
15526,295633,77567,0,0,0,53.176,12.3108,1,0,2,1,0.794652,721.81,2,26.1099
15527,295633,77557,0,0,0,55.367,12.5943,1,0,2,1,0.825739,731.356,2,16.11
15528,295633,77547,0,0,0,63.426,60.1933,1,0,2,1,0.834406,740.914,2,6.11022
15529,295633,77537,0,0,0,59.416,10.5491,1,0,2,1,0.847688,750.483,2,3.8896
15530,295633,77527,0,0,0,61.126,12.0107,4,0,2,1,0.788174,751.494,2,13.8894
15531,295633,77517,0,0,0,62.513,13.2811,4,0,2,1,0.790795,741.591,2,23.8893
15532,295633,77507,0,0,0,63.975,13.2024,1,0,2,1,0.789372,731.688,2,18.5499
15533,295633,77497,0,0,0,65.16,43.2722,1,0,2,1,0.758129,721.785,2,8.57592
15534,295633,77487,0,0,0,66.962,14.1809,4,0,2,1,0.717553,711.883,2,1.39808
15535,295633,77477,0,0,0,68.738,14.9163,4,0,2,1,0.620485,701.98,2,11.3721
15536,295633,77467,0,0,0,70.584,15.4581,4,0,2,1,0.565506,692.077,2,21.3461
15537,295633,77457,0,0,0,72.657,16.4438,4,0,2,1,0.57638,682.174,2,31.3201
15538,295633,77447,0,0,0,75.043,15.8436,4,0,2,1,0.589716,672.271,2,41.2941
15539,295633,77437,0,0,0,77.44,16.2261,4,0,2,1,0.573805,662.369,2,51.2681
15540,295633,77427,0,0,0,79.823,15.7653,4,0,2,1,0.574644,652.466,2,51.9268
15541,295633,77417,0,0,0,81.879,13.9776,4,0,2,1,0.569043,642.563,2,43.9876
15542,295633,77407,0,0,0,83.603,13.3418,4,0,2,1,0.536723,632.66,2,36.1304
15543,295633,77397,0,0,0,85.198,11.6642,4,0,2,1,0.525534,622.758,2,28.4843
15544,295633,77387,0,0,0,86.733,10.9852,4,0,2,1,0.532824,612.855,2,20.8382
15545,295633,77377,0,0,0,88.318,9.91653,4,0,2,1,0.53547,602.952,2,13.1921
15546,295633,77367,0,0,0,89.818,10.4816,4,0,2,1,0.552178,593.052,2,5.54595
15547,295633,77357,0,0,0,91.236,8.46158,4,0,2,1,0.580407,583.156,2,2.10017
15548,295633,77347,0,0,0,92.405,8.38001,4,0,2,1,0.549913,573.263,2,9.74629
15549,295633,77337,0,0,0,93.73,8.8738,4,0,2,1,0.570425,563.374,2,9.28069
15550,295633,77327,0,0,0,94.921,6.17001,4,0,2,1,0.554372,553.489,2,6.61589
15551,295633,77317,0,0,0,95.966,5.48604,4,0,2,1,0.515227,543.608,2,3.95109
15552,295633,77307,0,0,0,97.092,6.53547,4,0,2,1,0.525031,533.732,2,1.2863
15553,295633,77297,0,0,0,98.16,5.17629,4,0,2,1,0.549465,523.86,2,1.3785
15554,295633,77287,0,0,0,98.86,4.44087,4,0,2,1,0.562357,513.993,2,4.0433
15555,295633,77277,0,0,0,99.638,30.879,4,0,2,1,0.585253,504.132,2,6.7081
15556,295633,77267,0,0,0,99.912,3.50326,4,0,2,1,0.667355,494.276,2,9.60014
15557,295633,77257,0,0,0,100.236,3.37895,4,0,2,1,0.7216,484.425,2,12.862
15558,295633,77247,0,0,0,103.865,59.4992,3,0,2,1,0.813278,474.582,2,9.57088
15559,295633,77237,0,0,0,102.759,70.2333,3,0,2,1,0.832035,464.745,2,0.163753
15560,295633,77227,0,0,0,99.732,4.00288,4,0,2,1,0.835929,454.915,2,0.566033
15561,295633,77217,0,0,0,99.016,4.27277,4,0,2,1,0.844612,445.092,2,9.13534
15562,295633,77207,0,0,0,97.951,7.62472,4,0,2,1,0.84331,435.278,2,18.9205
15563,295633,77197,0,0,0,96.551,8.25286,4,0,2,1,0.830881,425.472,2,28.8461
15564,295633,77187,0,0,0,95.184,7.38177,4,0,2,1,0.827205,415.675,2,38.81
15565,295633,77177,0,0,0,93.681,8.77277,4,0,2,1,0.831984,405.889,2,48.7886
15566,295633,77167,0,0,0,91.972,10.5228,4,0,2,1,0.809908,396.113,2,58.7745
15567,295633,77157,0,0,0,91.782,31.5061,4,0,2,1,0.773836,386.349,2,57.4079
15568,295633,77147,0,0,0,89.173,23.6155,21,0,2,1,0.763166,376.597,2,48.2709
15569,295633,77137,0,0,0,85.637,11.5147,21,0,2,1,0.760136,366.858,2,39.1339
15570,295633,77127,0,0,0,83.257,22.8508,21,0,2,1,0.758858,357.134,2,29.9969
15571,295633,77117,0,0,0,80.513,16.2206,21,0,2,1,0.755006,347.425,2,20.8599
15572,295633,77107,0,0,0,77.637,18.483,21,0,2,1,0.690377,337.733,2,11.7229
15573,295633,77097,0,0,0,72.674,13.2702,21,0,2,1,0.594173,328.06,2,2.58591
15574,295633,77087,0,0,0,71.807,28.8789,21,44,2,1,0.313367,318.407,2,6.55108
15575,295633,77077,0,0,0,75.636,55.2991,21,44,2,1,0.416185,308.777,1,15.6881
15576,295633,77067,0,0,0,64.272,29.873,21,58,2,1,0.591812,299.17,4,24.8333
15577,295633,77057,0,0,0,66.111,20.8216,21,58,2,1,0.512075,289.59,1,15.1697
15578,295633,77047,0,0,0,60.027,34.7112,21,70,2,1,0.410832,280.04,4,5.23999
15579,295633,77037,0,0,0,61.075,18.4604,21,83,2,1,0.478832,270.522,1,4.68975
15580,295633,77027,0,0,0,59.351,6.22034,21,83,2,1,0.487293,261.04,1,12.1735
15581,295633,77017,0,0,0,51.916,56.4961,21,43,2,1,0.669936,251.598,2,2.30639
15582,295633,77007,0,0,0,47.457,66.8816,21,30,2,1,0.662338,242.201,2,7.56071
15583,295633,76997,0,0,0,45.346,1.4789,21,0,2,1,0.750307,232.854,2,17.4278
15584,295633,76987,0,0,0,42.719,57.5855,21,33,2,1,0.796026,223.542,2,26.8503
15585,295633,76977,0,0,0,48.828,0.588056,21,42,2,1,0.825688,214.231,1,24.6869
15586,295633,76967,0,0,0,40.126,28.7988,21,42,2,1,0.834197,204.921,2,16.6143
15587,295633,76957,0,0,0,36.334,38.6176,21,47,2,1,0.820189,195.61,2,6.74986
15588,295633,76947,0,0,0,34.333,5.9114,21,43,2,1,0.557647,186.299,4,3.11464
15589,295633,76937,0,0,0,44.229,5.50291,21,46,2,1,0.439482,176.988,1,12.9791
15590,295633,76927,0,0,0,35.634,3.74002,21,46,2,1,0.604104,167.678,2,22.8436
15591,295633,76917,0,0,0,33.142,31.5682,21,41,2,1,0.681655,158.367,2,29.2742
15592,295633,76907,0,0,0,31.188,23.8343,21,41,2,1,0.305152,149.056,1,20.0402
15593,295633,76897,0,0,0,23.307,26.9168,21,49,2,1,0.197938,139.745,2,10.8062
15594,295633,76887,0,0,0,22.5,6.51306,21,76,2,1,0.321577,130.434,4,1.72533
15597,295633,76857,0,0,0,26.757,46.9078,21,94,14,2,0.167832,102.502,1,9.47628
15598,295633,76847,0,0,0,19.047,31.9943,21,90,14,2,0.176124,93.1914,4,0.0513459
15599,295633,76837,0,0,0,24.57,38.0794,21,86,14,2,0.276119,83.8806,1,9.37359
15602,295633,76807,0,0,0,22.076,34.1324,21,90,14,2,0.236451,55.9483,1,12.5858
15603,295633,76797,0,0,0,17.014,8.87365,21,90,14,2,0.420256,46.6376,2,8.65893
15604,295633,76787,0,0,0,16.315,4.27665,21,59,3,2,0.78087,37.3268,2,0.0894244
15605,295633,76777,0,0,0,26.687,32.1035,21,32,3,2,0.848367,28.016,2,8.83778
15606,295633,76767,0,0,0,14.492,6.41928,21,19,3,2,0.851491,18.7053,2,14.6089
15607,295633,76757,0,0,0,13.294,44.4225,21,16,3,2,0.851491,9.39448,2,5.90947
15612,295633,76707,0,0,0,14.995,38.3349,21,0,3,2,0.813644,37.1594,2,0.0494074
15613,295633,76697,0,0,0,17.279,12.0961,21,0,14,2,0.880102,46.4701,2,0.742368
15614,295633,76687,0,0,0,18.904,14.1699,21,0,14,2,0.678832,55.7809,4,3.43781
15615,295633,76677,0,0,0,20.076,10.0421,21,0,14,2,0.673546,65.0917,2,10.6264
15616,295633,76667,0,0,0,22.004,11.0048,21,0,14,2,0.781319,74.4024,2,14.1414
15617,295633,76657,0,0,0,20.35,3.38624,21,37,14,2,0.750152,83.7132,4,7.45537
15618,295633,76647,0,0,0,20.587,4.89386,21,37,14,2,0.705293,93.024,4,2.36413
15619,295633,76637,0,0,0,20.696,4.26149,21,46,14,2,0.641509,102.335,2,12.1836
15620,295633,76627,0,0,0,21.819,54.7883,21,49,14,2,0.445255,111.646,2,22.0031
15621,295633,76617,0,0,0,21.029,1.91649,21,41,14,2,0.376026,120.956,2,24.3137
15622,295633,76607,0,0,0,21.712,5.95294,21,25,14,2,0.653097,130.267,2,14.4837
15623,295633,76597,0,0,0,27.326,73.1774,21,0,2,1,0.728059,139.578,2,4.65365
15624,295633,76587,0,0,0,25.296,51.1082,21,0,2,1,0.690183,148.889,2,5.17636
15625,295633,76577,0,0,0,27.671,17.4393,21,0,2,1,0.632217,158.199,2,15.0064
15626,295633,76567,0,0,0,28.691,44.9513,21,0,2,1,0.652738,167.51,2,24.8364
15627,295633,76557,0,0,0,36.001,47.4445,21,30,2,1,0.678095,176.821,1,21.0862
15628,295633,76547,0,0,0,31.529,23.9286,21,33,2,1,0.530612,186.132,2,11.7627
15629,295633,76537,0,0,0,32.369,52.8441,21,23,2,1,0.6767,195.442,4,2.43914
15630,295633,76527,0,0,0,34.012,10.8563,21,18,2,1,0.716083,204.753,2,6.11815
15631,295633,76517,0,0,0,41.523,36.6016,21,41,2,1,0.735907,214.064,1,13.9628
15632,295633,76507,0,0,0,41.48,0.544551,21,44,2,1,0.47091,223.375,1,21.3342
15633,295633,76497,0,0,0,35.946,9.23925,21,44,2,1,0.440887,232.686,2,28.2178
15634,295633,76487,0,0,0,35.261,34.9367,21,44,2,1,0.67462,241.996,2,28.1349
15635,295633,76477,0,0,0,35.266,19.4538,21,51,2,1,0.620972,251.307,2,26.7141
15636,295633,76467,0,0,0,37,28.1259,21,45,2,1,0.708718,260.618,2,28.9088
15637,295633,76457,0,0,0,39.388,62.2515,21,30,2,1,0.850502,269.929,2,31.096
15638,295633,76447,0,0,0,35.292,11.0006,21,0,2,1,0.876568,279.239,2,21.1791
15640,295633,76427,0,0,0,41.551,73.0372,21,0,2,1,0.783133,297.861,1,1.34532
15641,295633,76417,0,0,0,37.611,36.0668,21,51,2,1,0.528474,307.172,2,8.57158
15642,295633,76407,0,0,0,36.831,29.6338,21,59,2,1,0.510771,316.482,2,13.7939
15643,295633,76397,0,0,0,36.572,18.8788,21,61,2,1,0.448082,325.793,2,13.1636
15644,295633,76387,0,0,0,39.444,5.16354,21,59,2,1,0.394834,335.104,2,12.5333
15645,295633,76377,0,0,0,44.226,45.1527,21,44,2,1,0.711905,344.415,2,11.903
15646,295633,76367,0,0,0,38.667,2.71252,21,44,2,1,0.542601,353.726,2,11.2727
15647,295633,76357,0,0,0,38.941,5.62191,21,53,2,1,0.455628,363.036,4,2.14342
15648,295633,76347,0,0,0,39.564,62.2356,21,67,2,1,0.70128,372.347,2,5.82215
15649,295633,76337,0,0,0,39.62,11.0885,21,53,2,1,0.488025,381.658,2,5.87209
15650,295633,76327,0,0,0,40.684,57.7393,21,59,2,1,0.332235,390.969,2,8.11131
15651,295633,76317,0,0,0,41.524,27.8927,21,59,2,1,0.438157,400.279,2,8.16012
15652,295633,76307,0,0,0,41.922,6.38181,21,61,2,1,0.440064,409.59,2,8.20893
15653,295633,76297,0,0,0,43.094,49.3288,21,65,2,1,0.443526,418.901,2,8.25774
15654,295633,76287,0,0,0,42.87,67.8211,21,61,2,1,0.390374,428.212,2,8.30655
15655,295633,76277,0,0,0,43.855,70.377,21,60,2,1,0.446651,437.524,2,8.35536
15656,295633,76267,0,0,0,44.264,71.7974,21,60,2,1,0.483624,446.861,2,8.40418
15657,295633,76257,0,0,0,45.09,18.0274,21,68,2,1,0.413022,456.225,2,8.45299
15658,295633,76247,0,0,0,45.962,63.8223,21,63,2,1,0.390737,465.616,2,8.5018
15659,295633,76237,0,0,0,47.05,70.4553,21,53,2,1,0.47619,475.032,2,8.55011
15660,295633,76227,0,0,0,48.377,70.8807,21,45,14,2,0.619335,484.471,2,8.59832
15661,295633,76217,0,0,0,55.193,74.159,21,46,14,2,0.651007,493.932,1,8.64653
15662,295633,76207,0,0,0,50.181,53.6448,21,46,14,2,0.539246,503.414,2,5.99758
15663,295633,76197,0,0,0,50.55,7.46502,21,56,14,2,0.352635,512.916,4,2.1521
15664,295633,76187,0,0,0,51.748,8.51385,21,70,14,2,0.418733,522.437,2,7.07753
15665,295633,76177,0,0,0,56.014,43.4268,21,71,14,2,0.47079,531.974,1,7.35426
15666,295633,76167,0,0,0,60.244,28.8006,21,59,14,2,0.640567,541.529,1,7.63098
15667,295633,76157,0,0,0,53.689,65.3073,21,57,14,2,0.404922,551.099,2,7.9077
15668,295633,76147,0,0,0,59.886,51.5962,21,59,14,2,0.342772,560.685,1,8.18442
15669,295633,76137,0,0,0,57.629,19.7283,21,54,14,2,0.448916,570.285,2,8.83212
15670,295633,76127,0,0,0,61.384,41.5802,21,50,14,2,0.397089,579.898,1,15.275
15671,295633,76117,0,0,0,59.81,7.67847,21,36,14,2,0.437008,589.524,2,15.4745
15672,295633,76107,0,0,0,59.796,6.7148,21,20,2,1,0.735537,599.162,2,5.5181
15673,295633,76097,0,0,0,64.066,68.2407,21,20,2,1,0.816243,608.812,2,4.20004
15674,295633,76087,0,0,0,60.145,5.31982,21,27,2,1,0.782352,618.473,2,13.8775
15675,295633,76077,0,0,0,59.404,2.66137,21,38,2,1,0.664089,628.145,2,12.0023
15676,295633,76067,0,0,0,58.864,2.20742,21,49,2,1,0.504828,637.827,2,2.05022
15677,295633,76057,0,0,0,58.412,18.6521,21,52,2,1,0.44,647.518,2,6.68272
15678,295633,76047,0,0,0,57.633,19.8634,21,52,12,1,0.509256,657.219,2,7.23885
15679,295633,76037,0,0,0,55.6,20.8317,21,55,12,1,0.529338,666.929,2,7.79497
15680,295633,76027,0,0,0,56.672,70.6272,21,63,12,1,0.398639,676.647,1,12.4334
15681,295633,76017,0,0,0,55.128,15.5464,21,57,12,1,0.449077,686.373,2,21.1617
15682,295633,76007,0,0,0,53.382,15.8872,21,24,12,1,0.624332,696.107,2,29.2938
15683,295633,75997,0,0,0,55.861,73.7026,21,28,12,1,0.693264,705.848,1,23.1782
15684,295633,75987,0,0,0,55.64,71.6806,21,28,12,1,0.619883,715.596,2,20.4043
15685,295633,75977,0,0,0,53.199,66.6945,21,37,12,1,0.610619,725.352,2,22.2585
15686,295633,75967,0,0,0,51.523,12.3821,21,20,12,1,0.590755,735.114,2,27.8306
15687,295633,75957,0,0,0,49.017,10.7843,21,0,12,1,0.6633,744.882,2,35.4069
15688,295633,75947,0,0,0,48.586,10.9411,1,0,12,1,0.682307,754.656,2,43.9289
15690,295633,75927,0,0,0,47.778,5.57021,1,0,12,1,0.597037,774.222,2,61.2713
15691,295633,75917,0,0,0,48.64,6.03921,1,0,12,1,0.669219,784.013,2,68.8993
15692,295633,75907,0,0,0,50.157,9.23527,1,0,12,1,0.825603,793.81,2,58.9223
15693,295633,75897,0,0,0,51.875,11.3573,1,0,12,1,0.860541,803.611,2,48.9454
15694,295633,75887,0,0,0,53.945,11.7356,1,0,12,1,0.818485,813.417,2,38.9684
15695,295633,75877,0,0,0,56.176,11.7521,1,0,12,1,0.809788,823.228,2,28.9914
15696,295633,75867,0,0,0,58.265,13.0731,1,0,12,1,0.843448,833.043,2,19.0145
15697,295633,75857,0,0,0,59.996,8.91788,1,0,12,1,0.839948,842.863,2,9.03751
15698,295633,75847,0,0,0,61.082,5.99042,1,0,2,1,0.70383,852.687,2,0.939451
15699,295633,75837,0,0,0,62.038,11.1339,1,0,2,1,0.62154,862.515,2,2.41751
15700,295633,75827,0,0,0,64.881,50.6875,21,0,2,1,0.642391,872.347,1,7.57384
15701,295633,75817,0,0,0,62.105,6.04407,21,34,2,1,0.513514,882.183,2,17.5652
15702,295633,75807,0,0,0,63.793,20.9556,21,63,2,1,0.383987,892.022,2,23.5226
15703,295633,75797,0,0,0,69.24,56.5744,21,69,2,1,0.441112,901.865,1,14.8515
15704,295633,75787,0,0,0,63.101,12.5691,21,53,2,1,0.411317,911.711,2,6.18037
15705,295633,75777,0,0,0,62.54,11.5482,21,53,14,2,0.467043,921.56,4,2.61885
15706,295633,75767,0,0,0,64.219,15.8596,21,62,14,2,0.421927,931.413,2,11.6388
15707,295633,75757,0,0,0,64.454,30.6068,21,64,14,2,0.416149,941.269,2,20.6587
15708,295633,75747,0,0,0,65.962,56.3822,21,72,14,2,0.443839,951.128,2,11.684
15709,295633,75737,0,0,0,62.294,6.10794,21,69,14,2,0.529457,960.99,4,1.84089
15710,295633,75727,0,0,0,62.522,7.7359,21,66,14,2,0.457265,970.854,2,8.00226
15711,295633,75717,0,0,0,61.235,37.0417,21,66,14,2,0.433333,980.722,2,17.8454
15712,295633,75707,0,0,0,63.899,53.9686,21,60,14,2,0.389209,990.592,1,27.6088
15713,295633,75697,0,0,0,60.816,29.1602,21,41,14,2,0.492263,1000.46,2,37.3045
15714,295633,75687,0,0,0,62.018,58.8445,21,0,14,2,0.703597,1010.34,2,33.8259
15715,295633,75677,0,0,0,63.037,34.7049,21,0,14,2,0.801909,1020.22,2,24.8567
15716,295633,75667,0,0,0,59.733,49.6574,21,25,14,2,0.334539,1030.1,2,16.0625
15717,295633,75657,0,0,0,59.004,23.7426,21,25,14,2,0.299352,1039.98,2,7.26837
15718,295633,75647,0,0,0,58.876,5.48339,21,28,14,2,0.445851,1049.86,4,1.52935
15719,295633,75637,0,0,0,59.628,6.19873,21,30,14,2,0.571539,1059.75,2,11.2965
15720,295633,75627,0,0,0,64.176,18.5103,21,32,14,2,0.509994,1069.64,1,21.1045
15721,295633,75617,0,0,0,64.212,14.9375,21,37,14,2,0.620279,1079.53,1,24.5745
15722,295633,75607,0,0,0,60.545,15.2719,21,34,14,2,0.647207,1089.42,2,16.9599
15723,295633,75597,0,0,0,60.522,3.86503,21,29,14,2,0.735068,1099.32,2,9.34528
15724,295633,75587,0,0,0,63.851,15.9519,21,32,14,2,0.719058,1109.21,1,1.73066
15725,295633,75577,0,0,0,60.347,3.1678,21,35,14,2,0.753766,1119.11,2,1.33347
15726,295633,75567,0,0,0,59.994,5.05983,21,49,14,2,0.737598,1129.01,4,1.56159
15727,295633,75557,0,0,0,59.803,3.17179,21,49,14,2,0.697921,1138.91,2,5.85509
15728,295633,75547,0,0,0,62.089,38.5543,21,73,14,2,0.548735,1148.82,1,15.4538
15729,295633,75537,0,0,0,63.299,55.3665,21,70,14,2,0.417538,1158.72,1,25.0526
15730,295643,78057,0,0,0,32.189,,,,,,0.823794,,,
15731,295643,78047,0,0,0,33.53,8.53663,,0,2,1,0.849432,,2,
15732,295643,78037,0,0,0,34.673,7.67212,,0,2,1,0.821994,300.666,2,4.46046
15733,295643,78027,0,0,0,36.673,7.09273,3,0,2,1,0.832243,308.013,2,4.67022
15734,295643,78017,0,0,0,37.234,7.2986,3,0,2,1,0.838914,315.506,2,13.8009
15735,295643,78007,0,0,0,37.606,7.16235,3,0,2,1,0.830537,323.134,2,22.8805
15736,295643,77997,0,0,0,37.577,9.31257,3,0,2,1,0.827031,330.889,2,31.196
15737,295643,77987,0,0,0,37.157,10.2804,3,0,2,1,0.844232,338.762,2,39.5115
15738,295643,77977,0,0,0,36.55,9.54552,3,0,2,1,0.844571,346.744,2,47.827
15739,295643,77967,0,0,0,36.002,7.78423,3,0,2,1,0.841155,354.829,2,56.1425
15740,295643,77957,0,0,0,35.999,7.47665,3,0,2,1,0.855422,363.009,2,64.458
15741,295643,77947,0,0,0,36.593,7.85904,3,0,2,1,0.80685,371.278,2,72.7735
15742,295643,77937,0,0,0,37.616,9.12272,3,0,2,1,0.827095,379.63,2,78.1499
15743,295643,77927,0,0,0,38.818,10.1024,3,0,2,1,0.825085,388.061,2,70.0478
15744,295643,77917,0,0,0,40.193,11.4075,3,0,2,1,0.814358,396.564,2,61.9457
15745,295643,77907,0,0,0,41.668,11.56,3,0,2,1,0.824169,405.136,2,53.8436
15746,295643,77897,0,0,0,42.997,11.6638,3,0,2,1,0.838113,413.771,2,45.7414
15747,295643,77887,0,0,0,44.014,9.57991,3,0,2,1,0.845272,422.467,2,37.6393
15748,295643,77877,0,0,0,44.651,8.51628,3,0,2,1,0.868228,431.22,2,29.5372
15749,295643,77867,0,0,0,45.164,6.22012,3,0,2,1,0.873832,440.026,2,21.4351
15750,295643,77857,0,0,0,45.814,6.43505,3,0,2,1,0.852454,448.881,2,13.333
15751,295643,77847,0,0,0,46.406,4.48792,3,0,2,1,0.801966,457.784,2,5.23084
15752,295643,77837,0,0,0,47.073,23.0723,3,0,2,1,0.77496,466.732,2,1.86858
15753,295643,77827,0,0,0,47.844,27.5275,3,0,2,1,0.795462,475.721,2,4.284
15754,295643,77817,0,0,0,48.039,31.7002,3,0,2,1,0.781642,484.75,2,8.43119
15755,295643,77807,0,0,0,48.364,0.489915,3,0,2,1,0.71831,493.816,2,0.431219
15756,295643,77797,0,0,0,48.429,2.25953,3,0,2,1,0.710902,502.918,2,9.29363
15757,295643,77787,0,0,0,48.465,2.10639,3,0,2,1,0.788715,512.053,2,18.156
15758,295643,77777,0,0,0,48.239,3.24296,3,0,2,1,0.805486,521.22,2,27.1708
15759,295643,77767,0,0,0,48.003,4.24221,4,0,2,1,0.785336,530.417,2,36.6575
15760,295643,77757,0,0,0,47.498,5.10734,4,0,2,1,0.775673,539.642,2,46.3605
15761,295643,77747,0,0,0,46.93,5.79239,4,0,2,1,0.786308,548.895,2,41.2683
15762,295643,77737,0,0,0,46.283,6.20503,4,0,2,1,0.761078,558.173,2,31.9814
15763,295643,77727,0,0,0,45.373,8.76366,4,0,2,1,0.763366,567.476,2,22.6945
15764,295643,77717,0,0,0,44.283,7.96295,4,0,2,1,0.774285,576.803,2,13.4076
15765,295643,77707,0,0,0,42.88,14.0946,4,0,2,1,0.811338,586.151,2,4.12065
15766,295643,77697,0,0,0,40.623,16.0318,4,0,2,1,0.825779,595.521,2,5.16627
15767,295643,77687,0,0,0,38.137,14.1782,4,0,2,1,0.818182,604.911,2,14.4532
15768,295643,77677,0,0,0,35.787,17.232,4,0,2,1,0.758885,614.32,2,23.7401
15769,295643,77667,0,0,0,34.707,4.09616,4,0,2,1,0.804355,623.748,2,33.027
15770,295643,77657,0,0,0,34.366,3.66594,4,0,2,1,0.785894,633.193,2,26.9758
15771,295643,77647,0,0,0,34.414,4.9447,4,0,2,1,0.766413,642.655,2,17.4381
15773,295643,77627,0,0,0,36.877,10.2128,3,0,2,1,0.81508,661.626,2,1.63724
15774,295643,77617,0,0,0,39.406,17.4845,3,0,2,1,0.773987,671.134,2,11.1749
15775,295643,77607,0,0,0,42.517,17.4982,1,0,2,1,0.770787,680.656,2,20.7126
15776,295643,77597,0,0,0,45.635,17.0798,1,0,2,1,0.689922,690.192,2,30.2502
15777,295643,77587,0,0,0,48.567,15.3299,1,0,2,1,0.748393,699.74,2,39.7879
15778,295643,77577,0,0,0,51.077,13.8224,1,0,2,1,0.783939,709.301,2,36.3021
15779,295643,77567,0,0,0,53.511,13.6985,1,0,2,1,0.707865,718.874,2,26.3598
15780,295643,77557,0,0,0,55.947,13.1565,1,0,2,1,0.74613,728.459,2,16.4876
15781,295643,77547,0,0,0,57.856,60.1199,1,0,2,1,0.810289,738.054,2,6.80857
15782,295643,77537,0,0,0,60.554,11.1067,1,0,2,1,0.784786,747.66,2,2.8359
15783,295643,77527,0,0,0,62.369,11.4784,4,0,2,1,0.780995,752.885,2,12.4804
15784,295643,77517,0,0,0,64.042,13.7418,4,0,2,1,0.800563,742.982,2,22.1249
15785,295643,77507,0,0,0,65.675,12.4085,1,0,2,1,0.718325,733.079,2,19.2706
15786,295643,77497,0,0,0,67.152,12.8018,1,0,2,1,0.69064,723.176,2,9.29661
15787,295643,77487,0,0,0,68.988,15.7219,4,0,2,1,0.682324,713.274,2,0.677387
15788,295643,77477,0,0,0,70.802,14.6761,4,0,2,1,0.614641,703.371,2,10.6514
15789,295643,77467,0,0,0,72.641,16.0305,4,0,2,1,0.571287,693.468,2,20.6254
15790,295643,77457,0,0,0,74.542,16.1764,4,0,2,1,0.560137,683.565,2,30.5994
15791,295643,77447,0,0,0,76.829,16.6393,4,0,2,1,0.546936,673.663,2,40.5734
15792,295643,77437,0,0,0,79.083,16.5797,4,0,2,1,0.52513,663.763,2,50.5474
15793,295643,77427,0,0,0,81.515,16.3397,4,0,2,1,0.519837,653.866,2,45.8465
15794,295643,77417,0,0,0,83.511,13.3832,4,0,2,1,0.551324,643.973,2,37.9073
15795,295643,77407,0,0,0,85.127,10.6499,4,0,2,1,0.540453,634.082,2,29.9682
15796,295643,77397,0,0,0,86.542,9.34813,4,0,2,1,0.532942,624.196,2,22.0414
15797,295643,77387,0,0,0,87.94,10.0989,4,0,2,1,0.539078,614.313,2,14.3933
15798,295643,77377,0,0,0,89.244,9.34604,4,0,2,1,0.553312,604.433,2,6.74716
15799,295643,77367,0,0,0,90.625,7.99961,4,0,2,1,0.572389,594.558,2,0.898963
15800,295643,77357,0,0,0,91.917,6.80846,4,0,2,1,0.565558,584.687,2,5.98591
15801,295643,77347,0,0,0,92.932,5.77776,4,0,2,1,0.567655,574.821,2,2.81797
15802,295643,77337,0,0,0,93.978,7.16261,4,0,2,1,0.581599,564.959,2,0.349978
15803,295643,77327,0,0,0,95.006,5.84728,4,0,2,1,0.554206,555.102,2,3.02251
15804,295643,77317,0,0,0,96.027,6.54718,4,0,2,1,0.533471,545.25,2,5.68731
15805,295643,77307,0,0,0,96.911,6.07364,4,0,2,1,0.500713,535.404,2,8.35211
15806,295643,77297,0,0,0,97.602,5.47696,4,0,2,1,0.548387,525.564,2,11.0169
15807,295643,77287,0,0,0,98.314,36.6191,4,0,2,1,0.574586,515.73,2,13.6817
15808,295643,77277,0,0,0,98.895,5.03443,4,0,2,1,0.590533,505.902,2,16.3465
15809,295643,77267,0,0,0,99.558,4.42771,4,0,2,1,0.589893,496.081,2,19.0532
15810,295643,77257,0,0,0,99.873,3.42844,4,0,2,1,0.703667,486.268,2,21.5939
15811,295643,77247,0,0,0,100.177,3.80073,3,0,2,1,0.824218,476.462,2,11.8593
15812,295643,77237,0,0,0,99.841,2.74141,3,0,2,1,0.840084,466.665,2,2.12468
15813,295643,77227,0,0,0,99.388,2.67719,4,0,2,1,0.837699,456.876,2,0.325594
15814,295643,77217,0,0,0,98.864,4.33156,4,0,2,1,0.847599,447.096,2,10.0764
15815,295643,77207,0,0,0,97.94,6.91438,4,0,2,1,0.843663,437.327,2,19.8273
15816,295643,77197,0,0,0,96.574,8.17086,4,0,2,1,0.826106,427.568,2,29.5781
15817,295643,77187,0,0,0,95.201,7.80986,4,0,2,1,0.834476,417.821,2,39.3618
15818,295643,77177,0,0,0,93.766,9.50539,4,0,2,1,0.836586,408.086,2,49.2287
15819,295643,77167,0,0,0,92.015,9.32102,4,0,2,1,0.827658,398.364,2,59.1403
15820,295643,77157,0,0,0,90.25,7.48744,4,0,2,1,0.803677,388.656,2,61.4718
15821,295643,77147,0,0,0,89.168,6.41107,21,0,2,1,0.811929,378.963,2,52.3348
15822,295643,77137,0,0,0,85.844,19.2978,21,0,2,1,0.801058,369.287,2,43.1978
